City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
338,san rafael,-34.6177,-68.3301,32.39,32,32,4.2,AR,1707175847
339,lompoc,34.6391,-120.4579,15.94,75,40,4.63,US,1707176136
340,yarmouth,41.7057,-70.2286,2.27,68,100,10.73,US,1707176136
341,lewistown,40.5992,-77.5714,2.31,84,0,0.0,US,1707176136
342,venadillo,4.7193,-74.9292,26.71,82,85,1.49,CO,1707176136
343,saudarkrokur,65.7461,-19.6394,-6.45,92,100,7.23,IS,1707176136
344,ketchikan,55.3422,-131.6461,4.26,75,20,5.14,US,1707176136
345,yamethin,20.4333,96.15,17.6,44,0,0.85,MM,1707176136
346,kargopol',61.5071,38.9456,-24.36,100,99,1.86,RU,1707176137
347,trondheim,63.4305,10.3951,-1.95,90,100,2.24,NO,1707175966
348,iskateley,67.6803,53.1512,-18.88,97,100,1.79,RU,1707176073
349,bodo,67.28,14.405,-4.57,68,0,6.69,NO,1707176137
350,whakatane,-37.9585,176.9854,26.05,79,1,2.68,NZ,1707176137
351,magadan,59.5667,150.8,-20.06,75,100,3.89,RU,1707176137
352,nemuro,43.3236,145.575,-7.16,72,97,5.4,JP,1707176137
353,kailua-kona,19.6406,-155.9956,25.98,78,40,5.14,US,1707176137
354,ola,59.5833,151.2833,-20.99,81,100,4.39,RU,1707176138
355,moapa valley,36.5805,-114.4703,11.42,51,90,2.64,US,1707176138
356,labrador city,52.9463,-66.9114,-21.01,65,0,1.54,CA,1707176138
357,gongchangling,41.1167,123.45,-13.76,95,98,0.79,CN,1707176138
358,rosarito,32.3333,-117.0333,15.27,82,100,6.49,MX,1707176138
359,richland,40.7834,-82.5499,0.47,92,100,7.2,US,1707176138
